TransactionID,CustomerID,CustomerName,DateOfBirth,Gender,Country,ProductCategory,PurchaseDate,Quantity,UnitPrice,TotalAmount,PaymentMethod,CustomerFeedback,FeedbackSentiment,CustomerAge,AgeGroup
TXN10746,CUST1746,Fatima Kumar,1990-02-24,Unknown,Unknown,Toys,2024-03-22,5,199.18,995.9,PayPal,No feedback provided,No Feedback,34,25-34
TXN10175,CUST1175,Priya Chen,2000-05-07,Unknown,United Kingdom,Clothing,2024-03-25,5,223.71,1118.55,PayPal,"Excellent service, will buy again",Positive,24,18-24
TXN10030,CUST1030,Sofia Singh,1968-11-12,Unknown,United States,Toys,2025-02-19,4,17.27,69.08,Cash on Delivery,Highly recommend to everyone,Positive,56,45-59
TXN10154,CUST1154,Grace Kumar,1980-08-20,Male,Germany,Electronics,2024-08-08,3,365.12,1095.36,Cash on Delivery,not happy with quality,Negative,44,35-44
TXN10540,CUST1540,Carlos Rao,,Male,United States,Sports,2025-01-22,1,8.28,8.28,UPI,Highly recommend to everyone,Positive,43,35-44
TXN10568,CUST1568,Sofia Nguyen,,Male,United States,Books,2024-05-05,2,325.8,651.6,Credit Card,average product,Neutral,43,35-44
TXN10820,CUST1820,Wei Lee,1984-09-21,Female,United Kingdom,Electronics,2024-09-14,1,295.65,295.65,Credit Card,average product,Neutral,40,35-44
TXN10162,CUST1162,Rahul Johnson,1970-07-15,Male,India,Sports,2024-06-30,5,244.67,1223.35,UPI,ok,Neutral,54,45-59
TXN10245,CUST1245,John Johnson,1993-07-08,Male,United States,Home & Kitchen,2024-12-30,1,250.59,250.59,Credit Card,5 stars,Positive,31,25-34
TXN10949,CUST1949,Liam Garcia,1963-08-11,Male,Germany,Sports,2025-01-21,1,301.2,301.2,PayPal,ok,Neutral,61,60+
TXN10159,CUST1159,Sofia Reddy,1982-08-08,Male,United Kingdom,Home & Kitchen,2025-05-10,5,117.63,588.15,PayPal,value for money,Positive,42,35-44
TXN10531,CUST1531,Fatima Silva,1975-05-07,Male,India,Toys,2025-03-08,2,179.79,359.58,Debit Card,value for money,Positive,49,45-59
TXN10502,CUST1502,Rahul Lee,1987-03-26,Male,Canada,Beauty,2025-01-11,2,22.67,45.34,UPI,5 stars,Positive,37,35-44
TXN10433,CUST1433,David Silva,1960-07-24,Female,Germany,Electronics,2025-04-28,3,116.66,349.98,Cash on Delivery,Item damaged on arrival :(,Negative,64,60+
TXN10698,CUST1698,Rahul Singh,1977-02-22,Male,United Kingdom,Beauty,2024-08-23,5,24.35,121.75,PayPal,No feedback provided,No Feedback,47,45-59
TXN10848,CUST1848,Priya Silva,1962-06-11,Female,United States,Books,2024-10-23,1,232.27,232.27,Credit Card,Item damaged on arrival :(,Negative,62,60+
TXN10781,CUST1781,Grace Patel,1971-12-05,Female,Canada,Clothing,2024-04-27,2,203.64,407.28,UPI,Item damaged on arrival :(,Negative,53,45-59
TXN10367,CUST1367,Wei Fernandes,1977-10-03,Unknown,United Kingdom,Beauty,2024-10-16,5,141.4,707.0,UPI,Highly recommend to everyone,Positive,47,45-59
TXN10956,CUST1956,Mia Kumar,2002-08-04,Male,Germany,Clothing,2025-03-24,4,248.11,992.44,Cash on Delivery,ok,Neutral,22,18-24
TXN10055,CUST1055,John Wilson,1972-02-21,Female,Canada,Beauty,2024-09-07,2,346.85,693.7,PayPal,packaging could be better,Neutral,52,45-59
TXN10497,CUST1497,Amit Kumar,1973-01-01,Female,United States,Books,2024-09-08,2,272.61,545.22,Credit Card,packaging could be better,Neutral,52,45-59
TXN10025,CUST1025,Liam Garcia,1986-04-24,Female,India,Home & Kitchen,2024-03-21,5,353.25,1766.25,PayPal,"Great product, fast delivery!!",Positive,38,35-44
TXN10299,CUST1299,Fatima Johnson,1963-01-05,Male,United States,Books,2025-03-22,4,395.1,1580.4,UPI,No feedback provided,No Feedback,61,60+
TXN10019,CUST1019,Priya Chen,1956-04-28,Unknown,Germany,Clothing,2024-03-26,4,243.27,973.08,Credit Card,value for money,Positive,68,60+
TXN10255,CUST1255,Yusuf Lee,1968-12-10,Female,Unknown,Beauty,2024-06-09,1,270.28,270.28,UPI,packaging could be better,Neutral,56,45-59
TXN10226,CUST1226,Yusuf Nguyen,1993-05-31,Male,United States,Toys,2024-04-15,1,287.19,287.19,PayPal,value for money,Positive,31,25-34
TXN10420,CUST1420,Ananya Khan,1990-11-13,Female,Canada,Electronics,2025-01-05,4,90.59,362.36,Credit Card,average product,Neutral,34,25-34
TXN10613,CUST1613,Grace Kumar,1982-03-02,Unknown,United Kingdom,Home & Kitchen,2024-12-19,3,48.38,145.14,UPI,No feedback provided,No Feedback,42,35-44
TXN10756,CUST1756,Sara Wilson,1981-10-14,Male,United States,Beauty,2025-05-15,2,153.8,307.6,PayPal,average product,Neutral,43,35-44
TXN10223,CUST1223,Fatima Khan,1957-10-08,Male,United States,Home & Kitchen,2024-04-25,3,88.26,264.78,PayPal,ok,Neutral,67,60+
TXN10679,CUST1679,Carlos Rao,1995-12-05,Unknown,Germany,Home & Kitchen,2024-12-04,5,488.67,2443.35,Cash on Delivery,"Excellent service, will buy again",Positive,29,25-34
TXN10425,CUST1425,Olivia Singh,2002-01-12,Female,United States,Home & Kitchen,2025-02-01,3,343.95,1031.85,Credit Card,Highly recommend to everyone,Positive,22,18-24
TXN10219,CUST1219,Grace Ali,1990-03-20,Male,India,Home & Kitchen,2025-03-08,5,90.4,452.0,UPI,"Excellent service, will buy again",Positive,34,25-34
TXN10917,CUST1917,Zara Sharma,1989-09-24,Female,United States,Beauty,2024-12-25,5,73.2,366.0,Cash on Delivery,No feedback provided,No Feedback,35,35-44
TXN10574,CUST1574,Liam Singh,2001-03-27,Female,Germany,Sports,2024-04-02,5,432.04,2160.2,UPI,packaging could be better,Neutral,23,18-24
TXN10988,CUST1988,Zara Patel,1997-06-22,Unknown,United States,Electronics,2024-07-08,5,447.66,2238.3,Debit Card,Item damaged on arrival :(,Negative,27,25-34
TXN10443,CUST1443,Rahul Wilson,1959-06-04,Male,United Kingdom,Beauty,2025-03-28,3,233.37,700.11,Credit Card,No feedback provided,No Feedback,65,60+
TXN10639,CUST1639,Wei Wilson,,Female,United Kingdom,Clothing,2025-05-10,5,63.44,317.2,PayPal,not happy with quality,Negative,43,35-44
TXN10287,CUST1287,Rahul Johnson,1976-04-24,Female,United Kingdom,Home & Kitchen,2025-04-04,1,172.24,172.24,UPI,Loved it!,Positive,48,45-59
TXN10067,CUST1067,John Khan,1975-07-16,Male,Unknown,Toys,2024-12-10,5,24.91,124.55,PayPal,No feedback provided,No Feedback,49,45-59
TXN10454,CUST1454,Zara Singh,1980-10-06,Male,Germany,Home & Kitchen,2024-05-12,5,497.54,2487.7,Debit Card,5 stars,Positive,44,35-44
TXN10968,CUST1968,Emma Ali,1956-07-18,Female,Unknown,Home & Kitchen,2025-01-25,1,228.87,228.87,Credit Card,worst purchase ever,Negative,68,60+
TXN10072,CUST1072,Ananya Chen,1956-03-24,Female,United States,Clothing,2025-03-06,4,473.8,1895.2,Debit Card,5 stars,Positive,68,60+
TXN10638,CUST1638,Yusuf Chen,2001-07-22,Unknown,India,Sports,2024-09-12,4,346.06,1384.24,Cash on Delivery,value for money,Positive,23,18-24
TXN10413,CUST1413,Ken Sharma,1987-05-19,Female,India,Toys,2024-07-07,5,136.58,682.9,Credit Card,average product,Neutral,37,35-44
TXN10083,CUST1083,Liam Das,1982-02-07,Female,Germany,Beauty,2024-02-24,4,288.1,1152.4,UPI,"Great product, fast delivery!!",Positive,42,35-44
TXN10931,CUST1931,Liam Silva,1999-05-27,Female,Canada,Clothing,2024-03-16,1,120.17,120.17,Debit Card,No feedback provided,No Feedback,25,25-34
TXN10850,CUST1850,Zara Khan,1973-11-12,Female,India,Books,2025-04-10,2,94.0,188.0,Debit Card,not happy with quality,Negative,51,45-59
TXN10016,CUST1016,David Kim,1979-12-26,Female,United Kingdom,Clothing,2025-01-05,5,238.97,1194.85,Cash on Delivery,Good,Positive,45,45-59
TXN10752,CUST1752,John Reddy,,Female,Canada,Electronics,2025-02-10,2,195.06,390.12,Cash on Delivery,average product,Neutral,43,35-44
TXN10536,CUST1536,Wei Chen,1965-06-26,Male,India,Sports,2025-03-06,4,181.91,727.64,UPI,No feedback provided,No Feedback,59,45-59
TXN10592,CUST1592,Grace Brown,1980-05-21,Female,United States,Beauty,2025-02-09,1,148.65,148.65,PayPal,Bad experience,Negative,44,35-44
TXN10452,CUST1452,Priya Khan,1981-11-07,Male,India,Toys,2024-02-04,5,37.14,185.7,Credit Card,Loved it!,Positive,43,35-44
TXN10590,CUST1590,Rahul Singh,1993-06-24,Male,United States,Electronics,2025-05-05,2,473.89,947.78,PayPal,Highly recommend to everyone,Positive,31,25-34
TXN10405,CUST1405,John Sharma,1997-08-21,Female,India,Toys,2024-02-15,2,252.46,504.92,Cash on Delivery,not happy with quality,Negative,27,25-34
TXN10491,CUST1491,David Sharma,1963-09-26,Female,India,Toys,2024-08-09,3,170.81,512.43,Credit Card,Loved it!,Positive,61,60+
TXN10925,CUST1925,Fatima Fernandes,2002-10-09,Female,Unknown,Electronics,2024-10-04,1,455.48,455.48,Cash on Delivery,Loved it!,Positive,22,18-24
TXN10773,CUST1773,Ken Singh,1998-10-21,Male,United States,Sports,2024-08-23,3,693.3787500000001,2080.14,Debit Card,worst purchase ever,Negative,26,25-34
TXN10365,CUST1365,Yusuf Reddy,1963-10-07,Female,India,Beauty,2025-01-27,1,145.22,145.22,Cash on Delivery,Loved it!,Positive,61,60+
TXN10460,CUST1460,Amit Garcia,1980-02-29,Male,India,Books,2024-09-30,5,304.82,1524.1,Credit Card,average product,Neutral,44,35-44
TXN10269,CUST1269,Rahul Reddy,1964-01-24,Male,India,Clothing,2025-05-14,4,396.96,1587.84,Cash on Delivery,value for money,Positive,60,60+
TXN10883,CUST1883,Carlos Khan,1972-05-22,Female,United States,Home & Kitchen,2025-03-25,4,493.73,1974.92,Debit Card,Loved it!,Positive,52,45-59
TXN10803,CUST1803,Sara Kumar,1970-03-19,Female,United States,Home & Kitchen,2024-07-01,5,170.19,850.95,Credit Card,not happy with quality,Negative,54,45-59
TXN10242,CUST1242,David Brown,1968-12-09,Male,India,Sports,2024-11-20,3,350.84,1052.52,UPI,not happy with quality,Negative,56,45-59
TXN10431,CUST1431,Rahul Wilson,1963-12-08,Female,Germany,Sports,2024-09-29,2,103.44,206.88,PayPal,"Great product, fast delivery!!",Positive,61,60+
TXN10701,CUST1701,Mia Khan,1964-06-09,Unknown,Germany,Home & Kitchen,2024-07-28,2,130.12,260.24,PayPal,"Great product, fast delivery!!",Positive,60,60+
TXN10204,CUST1204,Mia Chen,1963-05-08,Male,Germany,Home & Kitchen,2025-03-18,1,149.46,149.46,Credit Card,ok,Neutral,61,60+
TXN10961,CUST1961,Carlos Lee,1984-07-30,Male,United Kingdom,Electronics,2025-05-01,4,49.68,198.72,Cash on Delivery,ok,Neutral,40,35-44
TXN10596,CUST1596,Noah Das,1966-11-01,Male,Canada,Sports,2024-08-09,3,62.84,188.52,Debit Card,5 stars,Positive,58,45-59
TXN10097,CUST1097,Ken Smith,1960-06-16,Unknown,India,Beauty,2024-12-17,4,357.64,1430.56,Credit Card,No feedback provided,No Feedback,64,60+
TXN10468,CUST1468,Grace Nguyen,1983-01-12,Unknown,United States,Books,2025-01-23,1,486.97,486.97,PayPal,Item damaged on arrival :(,Negative,41,35-44
TXN10631,CUST1631,Rahul Das,1973-05-27,Male,Germany,Sports,2024-11-29,3,263.27,789.81,Cash on Delivery,Good,Positive,51,45-59
TXN10493,CUST1493,Olivia Smith,1955-10-05,Male,India,Electronics,2024-09-25,4,179.0,716.0,UPI,Good,Positive,69,60+
TXN10167,CUST1167,Sofia Kumar,1997-11-01,Unknown,India,Home & Kitchen,2024-05-26,1,327.89,327.89,Credit Card,value for money,Positive,27,25-34
TXN10727,CUST1727,Yusuf Nguyen,1967-10-21,Female,United States,Books,2024-07-22,1,493.58,493.58,Credit Card,Delivery was late,Negative,57,45-59
TXN10852,CUST1852,Olivia Smith,2001-06-21,Unknown,Unknown,Clothing,2025-03-19,1,449.79,449.79,Debit Card,Bad experience,Negative,23,18-24
TXN10997,CUST1997,Noah Wilson,2004-06-27,Male,United Kingdom,Toys,2024-04-17,2,236.51,473.02,Credit Card,No feedback provided,No Feedback,20,18-24
TXN10316,CUST1316,Sofia Reddy,1998-04-21,Female,United Kingdom,Clothing,2024-11-08,3,307.62,922.86,Debit Card,5 stars,Positive,26,25-34
TXN10362,CUST1362,Liam Patel,1985-09-28,Male,Unknown,Electronics,2024-04-27,4,70.45,281.8,PayPal,No feedback provided,No Feedback,39,35-44
TXN10139,CUST1139,Wei Singh,1994-04-24,Female,United States,Clothing,2025-02-02,3,194.51,583.53,Debit Card,packaging could be better,Neutral,30,25-34
TXN10277,CUST1277,Olivia Chen,1978-10-19,Male,United States,Electronics,2024-01-26,5,277.08,1385.4,Credit Card,No feedback provided,No Feedback,46,45-59
TXN10385,CUST1385,Rahul Brown,1968-02-01,Female,Germany,Electronics,2024-03-31,4,71.56,286.24,PayPal,ok,Neutral,56,45-59
TXN10569,CUST1569,Sara Johnson,1970-03-26,Male,India,Electronics,2024-08-23,5,259.81,1299.05,Credit Card,5 stars,Positive,54,45-59
TXN10822,CUST1822,Grace Wilson,,Unknown,United States,Home & Kitchen,2024-05-28,5,428.7,2143.5,Cash on Delivery,Bad experience,Negative,43,35-44
TXN10089,CUST1089,Sara Kim,1997-04-19,Male,United Kingdom,Home & Kitchen,2025-04-13,2,325.59,651.18,PayPal,average product,Neutral,27,25-34
TXN10824,CUST1824,Sara Das,1983-02-22,Male,United States,Electronics,2024-05-23,3,179.92,539.76,PayPal,Loved it!,Positive,41,35-44
TXN10281,CUST1281,Mia Chen,,Unknown,United Kingdom,Electronics,2025-03-06,5,212.22,1061.1,PayPal,Bad experience,Negative,43,35-44
TXN10461,CUST1461,Noah Sharma,1979-05-11,Male,United Kingdom,Clothing,2024-07-09,3,111.99,335.97,Credit Card,No feedback provided,No Feedback,45,45-59
TXN10643,CUST1643,Rahul Kumar,1966-11-30,Male,Canada,Beauty,2025-01-24,4,78.75,315.0,Credit Card,Highly recommend to everyone,Positive,58,45-59
TXN10898,CUST1898,Sofia Garcia,1956-12-10,Female,Germany,Books,2024-12-02,2,258.2,516.4,UPI,5 stars,Positive,68,60+
TXN10625,CUST1625,Priya Wilson,1964-06-16,Female,United States,Toys,2024-04-15,2,365.53,731.06,PayPal,5 stars,Positive,60,60+
TXN10203,CUST1203,Ken Nguyen,1979-03-15,Female,United States,Clothing,2024-08-08,5,279.6,1398.0,Credit Card,"Excellent service, will buy again",Positive,45,45-59
TXN10403,CUST1403,Zara Ali,1983-01-01,Female,Canada,Books,2024-01-22,5,65.46,327.3,UPI,Good,Positive,42,35-44
TXN10341,CUST1341,Carlos Chen,1994-01-17,Female,Canada,Clothing,2024-01-13,3,23.75,71.25,Debit Card,Loved it!,Positive,30,25-34
TXN10366,CUST1366,Carlos Smith,1955-08-22,Male,United States,Sports,2024-01-04,2,345.44,690.88,Cash on Delivery,Delivery was late,Negative,69,60+
TXN10024,CUST1024,Wei Rao,1996-01-08,Unknown,United States,Electronics,2024-08-22,5,498.07,2490.35,UPI,No feedback provided,No Feedback,28,25-34
TXN10346,CUST1346,Amit Rao,,Female,India,Books,2025-03-11,2,84.67,169.34,UPI,Good,Positive,43,35-44
TXN10964,CUST1964,Fatima Rao,1982-01-17,Female,Canada,Toys,2024-12-18,1,139.87,139.87,Cash on Delivery,worst purchase ever,Negative,42,35-44
TXN10335,CUST1335,Ken Garcia,1958-08-01,Male,United Kingdom,Electronics,2025-01-31,3,247.82,743.46,Cash on Delivery,"Excellent service, will buy again",Positive,66,60+
TXN10311,CUST1311,Fatima Sharma,2004-03-05,Female,Canada,Beauty,2024-06-18,1,11.31,11.31,Credit Card,5 stars,Positive,20,18-24
TXN10930,CUST1930,Olivia Brown,1991-08-29,Male,United States,Home & Kitchen,2025-04-04,5,160.44,802.2,Debit Card,Loved it!,Positive,33,25-34
TXN10354,CUST1354,Fatima Patel,1968-02-12,Male,United States,Clothing,2025-01-24,2,36.12,72.24,Credit Card,Good,Positive,56,45-59
TXN10986,CUST1986,Ken Nguyen,2002-03-11,Male,United Kingdom,Home & Kitchen,2024-06-17,3,458.32,1374.96,Credit Card,Loved it!,Positive,22,18-24
TXN10241,CUST1241,Ananya Wilson,1992-04-08,Female,India,Electronics,2024-11-23,5,309.94,1549.7,UPI,"Excellent service, will buy again",Positive,32,25-34
TXN10319,CUST1319,Fatima Wilson,1997-02-06,Unknown,United States,Electronics,2025-01-19,3,124.24,372.72,Credit Card,No feedback provided,No Feedback,27,25-34
TXN10762,CUST1762,Noah Khan,1987-07-20,Unknown,India,Clothing,2025-03-20,3,9.88,29.64,UPI,worst purchase ever,Negative,37,35-44
TXN10263,CUST1263,John Ali,1987-03-21,Male,Germany,Beauty,2024-06-25,5,164.19,820.95,Credit Card,No feedback provided,No Feedback,37,35-44
TXN10099,CUST1099,David Singh,1993-08-05,Unknown,Canada,Electronics,2025-03-12,2,217.88,435.76,Cash on Delivery,No feedback provided,No Feedback,31,25-34
TXN10767,CUST1767,Ananya Khan,,Unknown,India,Toys,2024-02-16,1,203.35,203.35,Debit Card,not happy with quality,Negative,43,35-44
TXN10923,CUST1923,Wei Sharma,,Female,Germany,Beauty,2025-05-02,1,251.96,251.96,UPI,worst purchase ever,Negative,43,35-44
TXN10896,CUST1896,Grace Brown,1965-04-16,Male,United States,Sports,2025-03-26,5,52.95,264.75,PayPal,"Great product, fast delivery!!",Positive,59,45-59
TXN10090,CUST1090,Sofia Lee,1967-07-17,Male,India,Beauty,2024-02-29,2,444.19,888.38,PayPal,No feedback provided,No Feedback,57,45-59
TXN10516,CUST1516,Sofia Garcia,1974-05-24,Female,United States,Beauty,2024-07-10,4,361.31,1445.24,UPI,Good,Positive,50,45-59
TXN10332,CUST1332,Emma Wilson,1980-10-21,Female,India,Beauty,2025-05-04,5,31.63,158.15,UPI,packaging could be better,Neutral,44,35-44
TXN10704,CUST1704,John Singh,1964-01-07,Male,United States,Sports,2025-01-14,2,43.4,86.8,UPI,Item damaged on arrival :(,Negative,60,60+
TXN10434,CUST1434,Amit Ali,2001-09-18,Unknown,Canada,Books,2024-04-26,2,288.58,577.16,UPI,No feedback provided,No Feedback,23,18-24
TXN10944,CUST1944,Priya Khan,1986-11-05,Female,Canada,Beauty,2025-01-14,3,380.04,1140.12,Debit Card,No feedback provided,No Feedback,38,35-44
TXN10750,CUST1750,David Johnson,1993-12-02,Female,Canada,Beauty,2024-05-05,1,124.22,124.22,Debit Card,worst purchase ever,Negative,31,25-34
TXN10487,CUST1487,Sara Singh,1970-08-31,Female,United States,Books,2024-08-16,2,134.32,268.64,PayPal,value for money,Positive,54,45-59
TXN10662,CUST1662,Wei Silva,1975-06-14,Female,Germany,Home & Kitchen,2024-04-08,5,309.16,1545.8,PayPal,"Great product, fast delivery!!",Positive,49,45-59
TXN10981,CUST1981,Carlos Patel,1955-03-29,Female,United States,Toys,2024-11-10,2,86.59,173.18,Cash on Delivery,"Excellent service, will buy again",Positive,69,60+
TXN10866,CUST1866,Amit Silva,1984-07-18,Unknown,Germany,Beauty,2024-05-18,2,293.81,587.62,Cash on Delivery,Item damaged on arrival :(,Negative,40,35-44
TXN10261,CUST1261,Sofia Patel,1986-10-03,Female,India,Home & Kitchen,2024-08-16,1,308.98,308.98,UPI,5 stars,Positive,38,35-44
TXN10306,CUST1306,Wei Johnson,1998-12-23,Unknown,United States,Clothing,2025-04-30,1,118.07,118.07,Debit Card,Good,Positive,26,25-34
TXN10197,CUST1197,Rahul Ali,1988-11-02,Female,United States,Books,2024-01-05,1,236.70499999999998,236.7,Cash on Delivery,Delivery was late,Negative,36,35-44
TXN10141,CUST1141,Fatima Kumar,2001-06-13,Male,United States,Home & Kitchen,2025-01-31,4,111.21,444.84,PayPal,Good,Positive,23,18-24
TXN10595,CUST1595,Liam Wilson,1989-03-05,Female,Canada,Home & Kitchen,2024-03-08,1,241.04500000000002,241.04,PayPal,5 stars,Positive,35,35-44
TXN10123,CUST1123,Priya Fernandes,1987-09-07,Female,United Kingdom,Home & Kitchen,2025-01-20,2,269.34,538.68,PayPal,No feedback provided,No Feedback,37,35-44
TXN10495,CUST1495,Yusuf Patel,1964-12-11,Male,India,Beauty,2024-12-04,4,461.73,1846.92,Cash on Delivery,No feedback provided,No Feedback,60,60+
TXN10111,CUST1111,Grace Das,1987-06-19,Female,Germany,Electronics,2024-05-04,5,203.22,1016.1,UPI,No feedback provided,No Feedback,37,35-44
TXN10085,CUST1085,Grace Nguyen,1974-08-25,Male,India,Books,2025-01-21,1,452.18,452.18,UPI,packaging could be better,Neutral,50,45-59
TXN10912,CUST1912,Fatima Rao,1961-09-16,Male,United States,Toys,2024-09-22,5,159.56,797.8,PayPal,Delivery was late,Negative,63,60+
TXN10514,CUST1514,Fatima Smith,1998-07-08,Unknown,United States,Clothing,2025-01-04,5,291.98,1459.9,Cash on Delivery,Bad experience,Negative,26,25-34
TXN10483,CUST1483,David Khan,2001-12-14,Male,United States,Beauty,2024-11-18,5,400.06,2000.3,Credit Card,No feedback provided,No Feedback,23,18-24
TXN10706,CUST1706,Rahul Rao,1994-10-31,Male,United States,Electronics,2025-01-30,2,464.77,929.54,UPI,Good,Positive,30,25-34
TXN10965,CUST1965,Wei Silva,1962-08-14,Male,United Kingdom,Books,2024-12-26,1,12.3,12.3,Debit Card,No feedback provided,No Feedback,62,60+
TXN10075,CUST1075,Ken Chen,1998-06-14,Male,United Kingdom,Toys,2024-10-05,4,466.76,1867.04,UPI,worst purchase ever,Negative,26,25-34
TXN10989,CUST1989,Amit Fernandes,1965-09-18,Female,Canada,Books,2024-02-01,1,429.66,429.66,UPI,"Great product, fast delivery!!",Positive,59,45-59
TXN10933,CUST1933,Priya Singh,1976-01-21,Male,United States,Sports,2024-08-15,5,43.34,216.7,Cash on Delivery,Highly recommend to everyone,Positive,48,45-59
TXN10274,CUST1274,Olivia Ali,1964-02-06,Unknown,Germany,Sports,2024-11-29,2,228.39,456.78,Credit Card,average product,Neutral,60,60+
TXN10397,CUST1397,Carlos Fernandes,1994-03-20,Female,United States,Books,2025-01-12,4,114.19,456.76,UPI,No feedback provided,No Feedback,30,25-34
TXN10155,CUST1155,Rahul Sharma,1972-06-18,Male,India,Electronics,2024-07-16,4,383.38,1533.52,Credit Card,Item damaged on arrival :(,Negative,52,45-59
TXN10192,CUST1192,Zara Das,1970-02-03,Female,United States,Books,2024-10-06,2,458.87,917.74,Credit Card,No feedback provided,No Feedback,54,45-59
TXN10946,CUST1946,Emma Rao,1999-04-04,Male,United Kingdom,Sports,2025-04-04,5,256.57,1282.85,UPI,No feedback provided,No Feedback,25,25-34
TXN10188,CUST1188,John Brown,1972-01-18,Female,Germany,Beauty,2025-04-13,5,353.37,1766.85,UPI,ok,Neutral,52,45-59
TXN10051,CUST1051,Ananya Singh,,Unknown,United States,Home & Kitchen,2024-09-29,3,39.13,117.39,Credit Card,Highly recommend to everyone,Positive,43,35-44
TXN10039,CUST1039,Zara Singh,1961-07-14,Female,Canada,Sports,2024-04-09,4,263.27,1053.08,Credit Card,Delivery was late,Negative,63,60+
TXN10419,CUST1419,David Chen,1968-11-17,Male,United Kingdom,Home & Kitchen,2024-03-20,3,186.71,560.13,UPI,Loved it!,Positive,56,45-59
TXN10907,CUST1907,Sara Das,1988-11-17,Female,United Kingdom,Sports,2024-04-12,3,248.1,744.3,UPI,Good,Positive,36,35-44
TXN10209,CUST1209,Rahul Silva,1990-04-02,Male,United Kingdom,Clothing,2024-10-30,2,342.45,684.9,PayPal,Good,Positive,34,25-34
TXN10376,CUST1376,Emma Johnson,1996-03-01,Male,Germany,Electronics,2024-09-03,3,38.44,115.32,UPI,Bad experience,Negative,28,25-34
TXN10464,CUST1464,Ananya Sharma,1962-10-24,Female,United States,Electronics,2024-09-23,1,290.89,290.89,UPI,No feedback provided,No Feedback,62,60+
TXN10471,CUST1471,Mia Singh,1966-06-06,Male,India,Toys,2024-12-31,3,280.29,840.87,UPI,ok,Neutral,58,45-59
TXN10518,CUST1518,Grace Patel,1970-03-31,Male,Germany,Clothing,2024-02-14,5,247.16,1235.8,PayPal,packaging could be better,Neutral,54,45-59
TXN10076,CUST1076,Emma Fernandes,1958-12-01,Female,United Kingdom,Books,2025-04-12,4,494.26,1977.04,Debit Card,5 stars,Positive,66,60+
TXN10249,CUST1249,David Sharma,1990-12-20,Female,Germany,Home & Kitchen,2025-01-31,3,47.76,143.28,Cash on Delivery,Good,Positive,34,25-34
TXN10560,CUST1560,Mia Brown,1985-05-19,Male,Germany,Beauty,2024-03-03,4,363.97,1455.88,UPI,worst purchase ever,Negative,39,35-44
TXN10303,CUST1303,Zara Khan,1966-08-11,Female,Canada,Beauty,2024-07-25,4,194.74,778.96,UPI,No feedback provided,No Feedback,58,45-59
TXN10583,CUST1583,Mia Rao,1956-11-21,Male,Germany,Books,2024-12-05,2,130.23,260.46,Cash on Delivery,Delivery was late,Negative,68,60+
TXN10963,CUST1963,Noah Fernandes,1974-05-06,Female,United States,Electronics,2024-01-19,5,55.75,278.75,PayPal,not happy with quality,Negative,50,45-59
TXN10985,CUST1985,Mia Das,,Female,United Kingdom,Sports,2025-03-24,4,190.23,760.92,Credit Card,Good,Positive,43,35-44
TXN10012,CUST1012,David Smith,1984-01-30,Male,United States,Home & Kitchen,2025-03-25,2,33.67,67.34,Credit Card,"Excellent service, will buy again",Positive,40,35-44
TXN10486,CUST1486,Ananya Kumar,1962-05-27,Male,Unknown,Toys,2025-02-05,3,70.61,211.83,UPI,"Great product, fast delivery!!",Positive,62,60+
TXN10463,CUST1463,Noah Garcia,1963-10-25,Female,United States,Clothing,2025-01-05,4,196.86,787.44,Credit Card,"Great product, fast delivery!!",Positive,61,60+
TXN10628,CUST1628,Emma Garcia,1993-06-21,Female,United Kingdom,Toys,2024-09-21,1,224.08,224.08,PayPal,"Excellent service, will buy again",Positive,31,25-34
TXN10282,CUST1282,Zara Rao,1962-01-31,Unknown,Canada,Electronics,2024-09-14,5,401.22,2006.1,Debit Card,Delivery was late,Negative,62,60+
TXN10254,CUST1254,Ananya Silva,1983-04-06,Female,Germany,Books,2024-06-16,4,139.62,558.48,UPI,Item damaged on arrival :(,Negative,41,35-44
TXN10134,CUST1134,Carlos Sharma,1972-11-23,Male,India,Sports,2024-07-22,4,130.39,521.56,UPI,average product,Neutral,52,45-59
TXN10740,CUST1740,Yusuf Singh,1960-10-20,Female,Canada,Books,2025-01-11,5,483.29,2416.45,UPI,Bad experience,Negative,64,60+
TXN10942,CUST1942,Liam Chen,1997-02-25,Female,Germany,Electronics,2025-03-02,1,346.57,346.57,Debit Card,No feedback provided,No Feedback,27,25-34
TXN10578,CUST1578,Fatima Silva,1967-03-29,Male,Germany,Toys,2024-05-22,2,323.93,647.86,PayPal,"Great product, fast delivery!!",Positive,57,45-59
TXN11000,CUST2000,Fatima Smith,1994-05-21,Female,United Kingdom,Sports,2024-12-21,4,239.42,957.68,Cash on Delivery,No feedback provided,No Feedback,30,25-34
TXN10220,CUST1220,Wei Johnson,1965-07-29,Male,United States,Clothing,2024-07-10,5,197.29,986.45,Cash on Delivery,Highly recommend to everyone,Positive,59,45-59
TXN10426,CUST1426,Sofia Nguyen,1986-04-01,Male,India,Sports,2024-12-01,3,88.78,266.34,PayPal,Item damaged on arrival :(,Negative,38,35-44
TXN10370,CUST1370,Rahul Smith,1963-03-04,Female,United Kingdom,Beauty,2024-02-15,3,114.78,344.34,Credit Card,worst purchase ever,Negative,61,60+
